"Translation.Start","Translation.Stop","Transcription.Start","Transcription.Stop","Synonym","Product","Dawn0-1","Dawn0-2","Dawn0-3","Dawn0","Dusk0-1","Dusk0-2","Dusk0-3","Dusk0","MidDark1-1","MidDark1-2","MidDark1-3","MidDark1","Dawn1-1","Dawn1-2","Dawn1-3","Dawn1","MidLight1-1","MidLight1-2","MidLight1-3","MidLight1","Dusk1-1","Dusk1-2","Dusk1-3","Dusk1","MidDark2-1","MidDark2-2","MidDark2-3","MidDark2","Dawn2-1","Dawn2-2","Dawn2-3","Dawn2","MidLight2-1","MidLight2-2","MidLight2-3","MidLight2","Dusk2-1","Dusk2-2","Dusk2-3","Dusk2","Dark24-1","Dark24-2","Dark24-3","Dark24","Light24-1","Light24-2","Light24-3","Light24"
15599,15234,NA,NA,"Npun_BR013","S23 ribosomal protein",3407,4367,4561,11,2201,4186,1937,7,3359,2485,1816,6,1559,2119,2558,5,1691,1752,1641,4,2315,1764,1626,5,1742,1634,2203,5,1935,2282,3316,6,1811,1788,1174,4,2636,3042,2554,7,1873,3768,3571,8,3233,4622,5408,12
16078,15638,NA,NA,"Npun_BR014","hypothetical protein",5327,5006,9093,14,4438,1637,6323,9,6880,3381,4452,11,6437,7218,7616,16,4003,4001,4374,9,3139,2994,5935,9,4316,4811,6021,11,5477,8234,9836,17,4660,5058,21394,23,5379,5305,7071,13,6021,7229,7139,15,2224,5304,6815,10
16415,16095,NA,NA,"Npun_BR015","hypothetical protein",1221,3699,0,5,1651,7184,2728,12,2232,2441,2690,7,2694,4353,4037,11,1648,1932,2356,6,2603,3089,3261,9,3649,4320,3179,11,3538,4584,7151,15,1917,2444,3575,8,3650,2700,5264,12,4900,6400,3456,15,3446,4785,6442,15
16993,16481,NA,16416,"Npun_BR016","hypothetical protein",4508,9266,28193,27,6129,13820,10350,19,13552,6502,7117,17,9192,9385,6427,16,6793,6843,7045,13,11838,9430,13375,22,8788,13484,13003,22,14227,14968,18912,31,8114,12156,6388,17,8353,10755,15561,22,18039,17005,7685,27,11168,11167,14476,23
17436,16990,NA,NA,"Npun_BR017","hypothetical protein",6333,6067,2942,11,4020,6656,7075,13,5841,4980,6720,13,7662,7667,7421,16,5381,4336,6741,12,8475,6899,11596,20,6802,7984,6347,15,8988,8906,8125,19,4565,5331,5561,11,6106,7861,9766,17,7369,9984,7106,18,5862,8896,8465,17
17585,17800,NA,NA,"Npun_BF018","hypothetical protein",738,1129,0,2,0,0,621,0,599,538,483,2,975,696,545,3,1308,1165,1033,5,877,674,758,3,612,966,124,2,675,431,906,3,587,1347,2441,6,999,578,911,3,605,130,95,1,792,1139,874,4
18391,18035,NA,NA,"Npun_BR019","hypothetical protein",386,2224,3855,6,1500,1881,1012,4,924,1030,409,2,968,1339,858,2,922,1633,1239,3,2181,789,2286,4,1402,1193,967,3,1414,1624,1328,4,1949,1887,595,4,2487,1701,2193,5,825,1123,1341,3,1279,726,737,2
18843,18631,NA,NA,"Npun_BR020","hypothetical protein",502,1144,0,2,612,911,97,2,678,537,305,2,444,428,180,1,555,163,723,2,604,631,493,2,0,455,399,1,176,527,43,1,395,124,271,1,396,511,207,1,291,606,407,2,332,340,396,1
19065,18853,NA,NA,"Npun_BR021","hypothetical protein",1111,2198,0,5,0,1613,413,3,947,1263,811,4,1419,1116,285,4,623,207,1137,3,825,1090,999,4,274,1011,594,2,810,796,1453,4,654,810,0,2,1073,582,1012,4,1232,1108,828,4,744,1715,1087,5
19421,19080,NA,NA,"Npun_BR022","hypothetical protein",1401,946,0,2,0,0,1012,0,519,712,474,1,1054,620,617,2,450,419,378,1,579,646,747,1,85,834,449,1,872,787,1360,2,785,344,355,1,553,857,1182,2,887,1018,722,2,1032,809,1121,2
19821,19630,NA,NA,"Npun_BR023","hypothetical protein",35,136,0,0,1050,164,0,2,263,491,65,1,383,340,485,2,66,169,333,0,429,177,319,1,236,43,226,0,108,268,209,1,34,349,0,0,48,117,116,0,141,579,900,2,48,214,283,0
20142,20720,20142,20720,"Npun_BF024","hypothetical protein",68102,20277,588,51,4473,8075,6095,10,20982,42178,27867,52,14351,24852,8977,27,19459,24292,14752,33,13409,19333,9702,24,22819,18313,14587,32,31931,31281,18217,46,17231,6091,12073,20,11857,9620,8707,17,14225,19852,35394,39,12967,9910,5268,16
21143,20787,NA,NA,"Npun_BR025","hypothetical protein",45472,27033,6562,73,8609,6835,3018,17,13345,21071,22155,52,21638,25714,17548,60,9733,14333,11300,33,10084,11471,8799,28,16199,17546,14980,45,26243,23291,15387,60,9162,5366,4410,17,11308,10262,7544,27,20259,18033,28768,62,9142,3120,4798,15
21424,21155,NA,NA,"Npun_BR026","hypothetical protein",7014,9041,0,19,1882,1876,3594,9,5420,7450,4666,21,8265,6324,5648,24,2164,2959,1449,8,2556,3166,1666,9,7192,5123,3392,19,7689,5558,4325,21,1562,2258,2429,7,3173,3886,2860,12,8486,4741,6701,24,2078,1504,1271,5
22048,21491,NA,NA,"Npun_BR027","hypothetical protein",871,607,0,0,437,1010,1237,1,622,636,650,1,364,608,728,1,528,312,291,0,370,163,445,0,298,107,175,0,850,434,259,0,1073,122,0,0,684,808,653,1,304,1617,881,1,531,82,588,0
22887,22543,NA,NA,"Npun_BR028","hypothetical protein",269,0,0,0,0,0,1347,1,568,192,30,0,245,117,210,0,174,76,37,0,117,322,197,0,266,133,307,0,261,276,37,0,98,109,0,0,3,104,168,0,126,185,105,0,97,494,0,0
23553,23167,NA,NA,"Npun_BR029","hypothetical protein",203,943,0,0,0,607,58,0,835,1351,648,2,1218,1627,1731,3,0,154,135,0,233,306,258,0,553,578,372,1,754,1125,624,2,161,369,2445,2,267,166,101,0,403,207,1175,1,130,120,92,0
24391,23825,NA,NA,"Npun_BR030","hypothetical protein",582,0,0,0,278,766,26,0,452,575,430,0,641,921,656,1,425,514,424,0,418,521,197,0,186,418,433,0,367,575,690,0,279,586,1845,1,708,444,379,0,229,373,944,0,606,706,136,0
24650,24904,24645,24964,"Npun_BF031","hypothetical protein",19231,22593,7386,64,13382,34665,35030,108,19674,12631,8372,53,8196,11574,11774,41,6720,6723,7470,27,6799,7429,8625,29,8520,6984,9657,32,8168,8908,13391,39,10151,11044,13312,45,6721,6533,9574,29,19367,9370,8477,48,7018,48123,45511,131
25245,26843,NA,NA,"Npun_BF032","hypothetical protein",11604,10925,19776,8,7109,7263,7726,4,5071,7809,5662,3,8127,8907,12160,6,5105,5998,6564,3,5478,6195,5856,3,5038,7380,7234,4,6414,8975,7494,4,5501,4924,5133,3,9985,5607,6224,4,7704,5945,11532,5,6563,6410,6000,3
26949,28151,NA,NA,"Npun_BF033","hypothetical protein",290,143,0,0,0,0,501,0,0,456,96,0,0,561,705,0,124,355,183,0,88,339,106,0,266,69,42,0,204,263,256,0,3,120,0,0,383,546,200,0,0,663,113,0,175,72,123,0
29524,30750,NA,NA,"Npun_BF035","transposase, IS204/IS1001/IS1096/IS1165 family protein",540,0,0,0,672,911,967,0,1040,221,260,0,111,38,455,0,831,448,560,0,392,746,314,0,426,460,226,0,303,185,428,0,941,1825,515,0,594,344,516,0,1181,1566,724,0,1157,1078,1470,1
33357,30727,NA,NA,"Npun_BR036","GUN4-like protein",141274,115967,89876,43,266544,265846,224074,95,234536,128400,125702,61,99546,114000,66404,35,311864,273551,197523,99,244970,247793,146248,80,154052,133058,116998,51,120502,88859,137375,43,441856,514900,661977,205,258601,182957,199598,81,690877,492841,339799,193,536733,560809,494850,201
33689,33357,33823,NA,"Npun_BR037","hypothetical protein",42180,41961,60005,144,69645,140371,85804,296,57957,27869,26461,112,18095,21451,10851,50,67415,52736,45249,165,64922,61445,45251,171,54682,41580,50669,147,43708,23259,56190,123,125772,187919,176795,490,74855,45822,69311,190,439587,240939,122496,803,154362,341636,262645,759
NA,NA,33824,33842,"predicted RNA","-",1046,2296,3678,123,4115,8458,5014,308,3440,883,720,88,705,756,806,39,1822,1585,1553,87,2007,1941,1786,100,1986,1450,1593,88,1430,563,1833,67,3872,5753,8062,310,2983,1788,2152,121,15072,7149,4272,464,4977,18778,14624,673
34123,35241,34123,NA,"Npun_BF038","hypothetical protein",9385,10962,10064,9,102802,100224,102721,91,15901,10311,11965,11,11052,7946,17349,10,49808,46707,58473,46,63643,72050,65835,60,9876,12141,12946,10,7064,11295,9814,8,40346,67835,49904,47,80908,95957,112820,86,29215,24629,29395,24,39544,38836,45927,37
35848,35231,35867,NA,"Npun_BR039","LuxR family transcriptional regulator",18830,45436,34137,53,290534,312879,316152,495,47941,35150,33786,63,22919,25191,33091,43,148720,148450,159340,246,237156,226198,199101,357,44936,43142,42805,70,26140,26313,29327,44,167927,215990,135844,280,261515,273619,329394,466,88392,78459,65039,125,135198,119152,138366,211
37227,36358,37237,36358,"Npun_BR040","hypothetical protein",10391,5486,13655,11,106790,96778,101927,117,20883,15753,16567,20,6827,7494,6211,7,33311,35040,37935,40,82762,78189,71876,89,16156,20660,15939,20,6642,8723,8556,9,47849,52869,34282,51,93883,98473,106855,114,10548,13573,9493,12,80989,81010,89708,96
37549,37968,37450,37968,"Npun_BF041","AraC family transcriptional regulator",58587,56049,62242,140,1163276,1709543,1304493,3315,286264,144412,167073,474,42539,49398,63750,123,270204,298773,338901,720,728128,707385,693968,1690,157468,173671,214665,433,34875,55888,68755,126,482653,595784,291634,1087,852415,895507,1146851,2297,88475,91551,56233,187,668966,1285509,1296911,2580
38120,39532,37969,39542,"Npun_BF042","sensor protein",121878,118772,73248,74,3371317,3861102,3968365,2642,900308,396784,487646,421,108901,128211,140988,89,726229,820560,898329,576,2061261,2020400,1756699,1377,328616,439565,486381,295,82029,123166,142445,82,1287004,1634514,737367,863,2657387,2967408,3491001,2150,224950,272935,169074,157,1944337,2447790,2743275,1683
NA,NA,39543,39554,"predicted RNA","-",703,393,0,30,13851,21228,18568,1490,3546,1356,1367,174,408,668,605,46,3312,3645,3909,301,8424,8250,6897,654,845,1641,1891,121,291,430,731,40,4449,5867,4294,405,9707,10079,14596,955,1173,1308,828,91,8276,13506,15780,1043
39631,40419,39555,40439,"Npun_BF043","cell division inhibitor",36348,17744,12919,28,692429,812849,892547,1013,161565,81516,88788,140,12102,19170,11944,18,162529,194302,173442,224,396437,406468,300151,466,65174,79278,79055,94,17698,20916,25215,26,254097,270987,179528,297,508065,526544,610656,695,42517,49609,28376,50,363490,464609,517374,568
40440,41651,40440,41774,"Npun_BF044","hypothetical protein",29309,18025,0,13,721713,505810,631315,511,135097,67778,88440,80,14263,16198,10501,11,197977,205417,190874,163,436332,450099,306415,328,50635,74742,67697,53,14160,16167,16170,12,246808,266618,117798,173,527770,527149,568471,446,32212,47310,23774,28,361442,318617,361877,286
41775,42869,41775,42967,"Npun_BF045","cyclic nucleotide-binding protein",33352,11800,28781,22,675285,687926,714166,632,87243,54114,57422,60,15146,17250,16479,14,228149,265900,266739,231,412976,444587,311213,355,40621,45388,52156,42,13114,15644,18346,14,286036,290767,219316,242,540203,520490,514946,479,39007,44109,33723,35,368019,350248,430869,349
43167,43679,43167,43732,"Npun_BF047","transcriptional modulator of MazE/toxin, MazF",8520,4568,1677,9,165239,173354,180083,337,31464,13812,16483,40,4622,5639,3066,8,46663,47442,47654,92,100921,112980,81873,192,13172,14375,16254,28,6190,6276,9973,14,54973,63222,36572,100,133610,121175,153794,265,14073,15139,9440,25,72476,71559,81329,146
44161,43733,NA,43733,"Npun_BR048","PilT domain-containing protein",7971,5864,1294,11,114373,83167,90508,223,22342,6991,11521,31,5302,3578,4844,10,24382,28712,27943,62,57460,64558,46046,130,5516,7132,7285,15,4748,2877,3416,8,22697,29036,12329,49,61271,58901,67472,145,5258,6987,4903,13,34949,37648,42227,89
44414,44154,NA,NA,"Npun_BR049","hypothetical protein",435,433,0,1,5966,8139,8924,29,2036,1077,489,4,140,424,668,1,1455,1780,1675,6,2842,3439,2323,10,251,263,645,1,293,15,100,0,431,1182,459,2,2776,2917,3437,11,45,64,301,0,1343,4232,3008,10
44866,45054,44687,45266,"Npun_BF050","hypothetical protein",12745,7139,4973,43,793050,861565,810148,4347,49838,40714,41215,232,10683,5049,8565,42,197152,246418,233010,1193,441880,455816,343790,2189,15257,17304,23306,98,4922,2968,6496,25,380360,352598,373791,1951,604769,607499,497533,3015,7162,20751,2963,54,538740,1024996,979676,4485
45267,45500,45267,45755,"Npun_BF051","hypothetical protein",19897,6521,9829,51,988982,806631,811506,3713,91238,75309,67586,333,12436,12216,7662,46,269556,301264,254751,1176,635978,611414,443126,2408,25823,28494,27175,116,4557,3997,7618,23,496192,398381,274174,1664,740712,662026,680729,2967,8186,25116,5516,55,598171,618798,621479,2618
45756,46817,45756,46817,"Npun_BF052","radical SAM domain-containing protein",94126,47138,27192,52,6741822,6098944,6809351,6167,717330,337459,437577,468,60506,68949,47960,55,1608268,1712249,1483816,1507,4309694,4118644,2939087,3567,228820,249271,294075,242,35717,31122,60856,40,3824259,3541268,2079616,2964,5837198,5736004,6422501,5648,111173,308639,53266,148,4994113,4515423,4507832,4399
46957,48402,46818,NA,"Npun_BF053","secretion protein HlyD",21815,13410,4384,9,1351176,1375131,1418497,955,192860,76547,101698,85,25386,20941,20814,15,264265,300122,295007,198,777921,773829,614263,499,51803,57497,77195,42,9745,11214,20880,9,463087,561508,440691,337,1010862,960604,1100936,708,28995,66952,15881,25,778895,950354,1041640,638
48389,50632,NA,50689,"Npun_BF054","ABC transporter related",18399,11645,7298,5,391593,290909,298186,145,57860,36479,36064,19,18088,14814,16034,7,78386,99289,106301,42,177202,208695,144367,78,22414,19741,20204,9,12074,10679,11881,5,88770,91998,120894,44,263065,244102,208856,106,15534,12812,11137,5,158767,94613,110852,54
50690,53581,50690,53587,"Npun_BF055","ABC transporter related",37884,25248,8740,8,1282677,1021751,1134711,396,114298,90969,95045,34,36025,29709,30582,11,212289,240569,297599,86,575996,591052,440714,185,45931,44327,56471,16,19871,22139,26601,7,304722,298063,224047,95,793128,809378,728256,268,18365,22938,21812,7,622071,473477,535316,187
54249,53689,NA,NA,"Npun_BR056","WGR domain-containing protein",129,282,0,0,21561,10335,23081,32,1233,984,1281,2,366,653,377,0,2449,3402,5575,6,10702,10520,6460,16,577,726,1294,1,293,519,640,0,2126,3323,4610,5,12025,12886,13322,22,393,177,227,0,7064,4760,6641,10
54610,54263,NA,NA,"Npun_BR057","hypothetical protein",0,0,0,0,1241,1379,1660,4,420,0,0,0,6,28,168,0,341,279,412,0,543,1052,681,2,305,171,11,0,46,108,128,0,397,415,0,0,686,1125,732,2,676,280,475,1,1080,592,933,2
56327,54705,NA,NA,"Npun_BR058","ATPase central domain-containing protein",3017,976,0,0,2583,3201,3539,1,568,1343,1137,0,675,1852,1709,0,1325,2176,2481,1,3398,3682,3789,2,1596,1786,1722,1,1456,2170,2007,1,2583,2218,2125,1,4049,3900,4356,2,2054,2455,1778,1,6963,4905,4126,3
56874,56662,56876,56582,"Npun_BR059","hypothetical protein",2329,1919,2472,10,3212,5496,5785,22,2141,1197,1357,7,1732,1571,1934,8,2145,1257,2070,8,3485,3184,3769,16,2541,1642,2336,10,2116,2576,1119,9,3160,2674,3899,15,4069,3734,4796,19,1731,2328,1640,8,4132,7848,8600,32
57326,56877,NA,NA,"Npun_BR060","hypothetical protein",1095,570,0,1,1289,3948,455,4,1052,893,781,2,1107,533,469,1,923,2045,925,2,1567,1576,2523,4,886,1050,826,2,792,419,597,1,1297,1351,1941,3,2252,1505,2082,4,584,1425,866,2,2497,2784,3510,6
58514,57441,NA,NA,"Npun_BR061","hypothetical protein",1820,1197,0,0,612,224,800,0,1235,1458,1118,1,912,439,0,0,1583,1449,1013,1,1546,1769,1756,1,1041,1316,233,0,681,227,1146,0,1772,671,0,0,1549,1518,2382,1,1206,1041,1983,1,1453,957,2370,1
58952,58683,NA,NA,"Npun_BR062","hypothetical protein",0,286,0,0,636,44,504,1,265,308,406,1,232,327,452,1,217,210,235,0,611,253,423,1,343,273,58,0,174,464,234,1,552,341,0,1,491,334,459,1,984,330,833,2,804,827,1670,4
59506,59135,NA,NA,"Npun_BR063","hypothetical protein",250,0,0,0,0,960,931,1,469,0,307,0,481,121,567,1,802,542,155,1,934,439,289,1,439,409,124,0,92,364,110,0,717,1041,1234,2,624,362,317,1,1029,1016,849,2,1408,1399,1936,4
59938,59666,NA,NA,"Npun_BR064","hypothetical protein",0,0,0,0,445,0,0,0,0,76,110,0,0,0,380,0,94,100,90,0,121,189,198,0,408,148,181,0,168,110,128,0,134,388,1486,2,532,281,534,1,251,399,712,1,570,562,408,1
60592,60038,NA,NA,"Npun_BR065","hypothetical protein",0,465,0,0,0,677,0,0,0,0,318,0,132,260,443,0,77,351,457,0,329,246,210,0,0,308,25,0,465,82,268,0,184,118,0,0,374,168,167,0,36,283,665,0,194,263,270,0
61620,60727,61620,60727,"Npun_BR066","hypothetical protein",108001,85766,63331,95,34307,40356,34307,40,40787,78508,55878,65,77745,78254,28227,68,23019,31907,29622,31,29005,30512,28342,32,47613,39223,38531,46,47425,68110,50158,61,20742,22744,31114,27,28238,30904,27784,32,41359,41360,55403,51,24114,21445,22534,25
62499,61699,NA,NA,"Npun_BR067","hypothetical protein",526,496,0,0,0,0,491,0,586,623,520,0,552,270,302,0,363,429,519,0,562,506,517,0,1052,925,625,1,1061,1056,739,1,845,522,1230,1,394,977,793,0,1345,1371,847,1,628,830,524,0
62887,63231,62838,63414,"Npun_BF068","hypothetical protein",573669,530080,139758,1201,314448,158563,226822,676,629783,809790,786255,2150,697291,760540,281399,1680,566225,479796,333066,1332,658435,623381,643457,1860,843905,719082,591809,2081,994300,576705,572831,2071,648923,550465,273260,1422,585286,531351,412359,1477,271360,279172,309724,831,410136,177872,205948,767
64017,63706,64017,NA,"Npun_BR069","hypothetical protein",8296,6279,0,15,8705,7388,3210,20,4587,7533,8407,21,6653,4698,5445,17,5738,5491,5905,18,5723,6278,5891,19,6230,6945,6669,21,7883,7566,6229,23,6463,5383,2069,14,5438,4842,4411,15,2664,2794,4280,10,5035,6950,6196,19
64164,64301,NA,NA,"Npun_BF070","hypothetical protein",255,136,0,0,0,0,449,1,560,270,377,2,212,874,505,3,540,328,140,2,256,389,107,1,425,0,397,1,293,239,546,2,385,556,0,2,211,326,144,1,11,222,265,1,730,215,68,2
64749,64411,NA,64349,"Npun_BR071","Excalibur domain-containing protein",4481,5478,4120,13,4434,2414,1888,8,4643,6387,4278,15,5172,4614,3241,12,5412,6716,3969,15,4568,6097,3867,14,7035,4785,2530,14,6107,3126,3879,12,8007,13210,11522,32,6801,4523,4215,15,6494,6867,5669,18,18103,13682,10496,41
65101,64706,NA,NA,"Npun_BR072","nuclease",2679,1689,1706,5,3908,721,1582,5,2380,2075,2158,5,2123,1723,3635,6,3447,2985,2510,7,2149,2403,1828,5,2923,2149,2187,6,2150,2362,2215,5,5247,10880,3579,16,2939,2567,2306,6,2240,2549,2140,5,11004,10935,7570,24
65166,65345,NA,65345,"Npun_BF073","hypothetical protein",5521,3197,2442,20,1269,3036,2634,12,1814,1450,1556,8,1753,1751,3156,12,988,555,1460,5,1559,1268,1100,7,747,2024,1011,7,2545,2963,2476,14,549,905,3471,9,1724,1000,1542,7,1337,2858,4385,15,1755,1581,824,7
65867,65433,NA,NA,"Npun_BR074","translation initiation factor IF-3",12304,9648,6886,22,11559,9374,7599,21,9112,10155,7106,20,9367,10423,5463,19,6602,10715,7793,19,9065,6803,7575,17,7584,10041,5461,17,9864,9771,8020,21,6605,3885,10147,15,10636,11618,10142,24,6789,10119,12310,22,7553,4879,5327,13
66194,66382,66181,66382,"Npun_BF075","hypothetical protein",12348,19465,16450,85,16319,15921,14355,82,10125,6645,6576,41,8028,10515,10760,51,4208,3525,5830,23,5303,5576,7000,31,7611,6442,6967,37,5315,9177,10247,43,4412,9538,13599,48,7411,8969,8989,44,9645,10715,9407,52,5138,8995,10579,43
66909,66403,66909,66391,"Npun_BR076","hypothetical protein",27648,38930,36080,67,14202,26690,24768,43,22589,25577,20457,45,35864,43052,38583,77,11496,16335,20873,32,20439,18268,17410,36,26156,22467,29106,51,26909,34445,38271,65,14514,18174,25257,38,21693,19399,24257,42,44127,43256,40285,83,16594,15209,21686,35
72828,71914,NA,NA,"Npun_BR080","phage integrase family protein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72906,73373,NA,NA,"Npun_BF081","XRE family transcriptional regulator",0,0,0,0,143,0,185,0,0,0,151,0,56,0,0,0,34,142,48,0,81,13,0,0,60,93,0,0,24,0,73,0,81,3,0,0,0,50,75,0,86,6,33,0,17,41,0,0
74102,73821,NA,NA,"Npun_BR083","Mo-dependent nitrogenase family protein",227,826,0,1,1162,2185,1084,5,577,392,432,1,132,77,0,0,148,400,447,1,105,381,304,0,221,380,613,1,285,106,677,1,533,879,583,2,323,447,965,2,766,522,138,1,583,2896,1661,6
74804,74529,74804,74455,"Npun_BR084","histone family protein DNA-binding protein",6767,10647,6798,29,21621,32072,21235,90,19797,16059,11038,56,17041,16080,18402,62,31839,37642,35845,127,32498,33301,41267,129,18207,21149,22329,74,16725,18738,15831,61,24410,30147,35021,108,36821,31736,30645,119,9170,12772,15021,44,36022,25707,23425,102
75432,76106,75385,76250,"Npun_BF085","ThiJ/PfpI domain-containing protein",54544,64060,72513,94,108904,131768,105903,171,82044,73371,76622,114,86883,89502,106684,139,74062,71354,87738,115,91442,89788,119429,148,68395,85476,93364,122,64482,84065,86875,116,108784,117179,160683,190,113186,125129,126080,179,99884,113203,102837,156,111960,147508,131596,193
81883,83190,NA,NA,"Npun_BF089","hypothetical protein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,15,0,27,0,0,0,0,0
83692,86532,NA,NA,"Npun_BF090","helicase domain-containing protein",1825,1142,0,0,1202,3948,1514,0,278,965,1661,0,1289,1198,1551,0,863,1100,1078,0,2593,1838,1163,0,1780,2608,2319,0,2350,1069,1822,0,1174,3934,375,0,4155,6168,4747,1,813,1228,715,0,65360,90666,47637,23
86557,90432,NA,NA,"Npun_BF091","putative type II DNA modification enzyme",5239,6517,0,1,9182,5690,4291,1,7121,6763,4326,1,4293,5910,3863,1,2225,3507,4168,0,5221,4640,3866,1,6736,6170,5082,1,5861,6933,5095,1,3184,4693,4726,1,6143,5110,8661,1,4588,3807,5469,1,44199,60783,29344,11
90484,90933,NA,NA,"Npun_BF092","hypothetical protein",731,0,0,0,0,0,491,0,282,242,322,0,0,105,0,0,60,152,377,0,345,25,245,0,306,97,241,0,186,282,450,0,130,225,0,0,518,46,32,0,228,394,113,0,2427,3031,1244,4
90947,96295,NA,NA,"Npun_BF093","DEAD/DEAH box helicase domain-containing protein",21915,19193,8946,3,15185,15792,12906,2,14287,15642,12991,2,16552,19308,18126,3,9829,11324,10766,1,10576,11055,8450,1,15189,12651,14801,2,16047,16407,16020,3,8239,7029,7299,1,14358,13478,17269,2,12433,15117,18151,2,64664,82256,41549,11
97739,96336,NA,NA,"Npun_BR094","hypothetical protein",30966,30983,4561,15,25064,33082,28844,20,20167,20403,18562,14,16194,17218,16298,11,12023,13513,15400,9,11959,13026,12720,8,15999,16354,15157,11,16948,19002,15142,12,10170,12285,3843,6,16649,17380,18100,12,31031,25620,30697,20,13984,22917,22010,13
101459,97746,NA,NA,"Npun_BR095","metallophosphoesterase",38022,39915,18716,8,28101,27800,41858,8,32058,29595,27506,8,28549,33880,31638,8,20019,24694,25253,6,22338,24023,23036,6,26557,34473,32109,8,32242,38754,39845,9,15870,19903,14890,4,32203,29896,33982,8,39970,43355,39348,11,24834,35016,31024,8
