"Translation.Start","Translation.Stop","Transcription.Start","Transcription.Stop","Synonym","Product","Dawn0-1","Dawn0-2","Dawn0-3","Dawn0","Dusk0-1","Dusk0-2","Dusk0-3","Dusk0","MidDark1-1","MidDark1-2","MidDark1-3","MidDark1","Dawn1-1","Dawn1-2","Dawn1-3","Dawn1","MidLight1-1","MidLight1-2","MidLight1-3","MidLight1","Dusk1-1","Dusk1-2","Dusk1-3","Dusk1","MidDark2-1","MidDark2-2","MidDark2-3","MidDark2","Dawn2-1","Dawn2-2","Dawn2-3","Dawn2","MidLight2-1","MidLight2-2","MidLight2-3","MidLight2","Dusk2-1","Dusk2-2","Dusk2-3","Dusk2","Dark24-1","Dark24-2","Dark24-3","Dark24","Light24-1","Light24-2","Light24-3","Light24"
26236,25565,NA,NA,"Npun_DR019","hypothetical protein",15366,13183,3090,15,38152,14079,19291,35,17613,25678,20995,31,25767,21038,27823,37,39543,34648,32210,52,37610,49633,42027,64,27459,23726,14103,32,20132,14710,13352,23,33466,33606,101841,83,40090,23864,21135,42,11283,9723,9376,15,24332,7037,8230,19
27029,26358,27037,26237,"Npun_DR020","hypothetical protein",7425,12649,4532,12,22497,22926,25383,35,13018,11856,12121,18,15121,14170,19697,24,15947,16687,19862,26,20650,17126,22716,30,15061,16108,12441,21,13100,14940,16126,21,17179,19327,33655,34,20115,19262,27414,33,14800,18861,14409,23,17480,16189,21871,27
27481,27038,NA,NA,"Npun_DR021","hypothetical protein",1009,1517,4561,5,2742,8682,12427,17,2216,843,1440,3,1364,3214,2692,5,3518,3796,3123,7,3801,3035,4465,8,3543,2845,3003,7,2333,3019,3181,6,3944,3458,5173,9,3303,4867,6331,10,4883,4294,5436,10,2722,5862,6470,11
28331,27780,28331,27618,"Npun_DR022","hypothetical protein",6181,6229,8298,12,12144,19705,23856,33,7212,6658,6372,12,9582,10154,18206,22,13032,10504,14795,23,16262,12275,20796,29,15031,11832,12181,23,11445,11886,14893,23,19018,19666,42688,49,15244,16446,24672,34,21836,15228,11971,29,14548,33621,30605,47
29586,28471,NA,NA,"Npun_DR023","hypothetical protein",5349,6429,4473,4,13708,13556,12349,11,9195,7873,9278,7,7553,9538,8501,7,17075,19187,14569,15,15309,15818,20306,15,8965,10024,10342,8,9911,9006,8278,8,15839,15380,24594,16,14154,16467,18410,14,10800,9668,6183,7,12518,17425,16057,13
29760,30017,29760,30150,"Npun_DF024","hypothetical protein",4285,4156,5473,17,6961,7522,9168,30,4232,4418,3268,15,3720,3828,4837,16,7304,7009,4905,24,6006,5641,6589,23,4911,5690,7528,23,5457,5809,6499,22,6166,8089,14206,36,5067,5737,5184,20,9640,4886,3114,22,3752,14316,13680,41
30151,30873,30151,30873,"Npun_DF025","hypothetical protein",86447,87449,90553,121,104282,123628,134337,167,103260,83835,89225,127,92815,97154,92489,130,117692,125154,118231,166,108515,102002,118605,151,126584,114671,115482,164,104820,101388,119094,149,135591,152305,54470,157,107388,97546,103005,141,148272,120887,113184,176,87881,87389,97994,125
31140,31379,NA,NA,"Npun_DF026","hypothetical protein",6587,4127,5856,23,1886,2235,5056,12,4282,3291,3631,15,3338,4662,5354,18,4799,5288,4562,20,3063,5116,3698,16,3387,3049,5398,16,2688,4537,4250,15,3372,3055,4782,15,5329,5616,6211,23,6385,4639,5930,23,2876,4481,5139,17
31379,34387,NA,34387,"Npun_DF027","hypothetical protein",99536,116487,127957,38,69490,61420,74258,22,86110,92245,107153,31,120338,105305,109820,37,60196,68807,56818,20,60942,59787,60471,20,79441,72799,78247,25,92343,86799,90126,29,53812,51757,66895,19,64251,61061,63704,20,91492,80883,81084,28,43965,45415,46436,15
34638,35084,34388,35225,"Npun_DF028","hypothetical protein",44051,38872,15244,73,31341,20382,25223,57,27426,38513,37493,77,36879,40533,40405,87,25762,30588,27690,62,25941,24585,22853,54,32133,28738,24915,63,35372,35032,27858,73,18873,16019,16827,38,30182,26804,23962,60,34447,32837,40176,80,19480,13390,17629,37
36355,35330,36355,35330,"Npun_DR029","putative lipoprotein",236073,216125,96645,178,272857,181449,223752,220,201037,242026,252647,226,222508,212699,181021,200,278423,330211,273322,286,235763,240795,215746,224,218191,228342,210726,213,250637,214010,211278,219,258451,235787,210215,228,287288,298620,239359,268,152102,184635,172473,165,247482,185301,218286,211
38040,36865,NA,NA,"Npun_DR030","extracellular solute-binding protein",37760,43184,25662,30,25924,32480,35157,26,34650,36216,24297,26,27197,34782,31521,26,26602,30552,29216,24,21875,29313,26978,22,26927,23616,28846,22,23989,37537,27633,25,16136,19233,29852,18,27181,20876,27169,21,30903,29614,36685,27,15195,15161,14377,12
38022,38624,NA,NA,"Npun_DF031","integrase family protein",4107,8799,3560,9,5393,7970,5629,10,7300,5505,3276,8,5177,7251,6721,10,5525,7948,7387,11,4668,6949,5675,9,5387,4107,4252,7,3727,5602,5788,8,4210,4041,6831,8,6140,4738,4752,8,7413,4799,7736,11,2712,4454,3177,5
38857,39906,NA,NA,"Npun_DF032","hypothetical protein",3876,4915,2589,3,3255,12197,11037,8,3875,3020,3667,3,2408,2294,4438,2,5263,5085,5792,5,3461,4544,3448,3,2774,2400,4369,3,2142,2289,3671,2,3291,4404,4346,3,6051,3705,6114,5,4974,4296,4807,4,5773,10476,8549,7
40196,40891,40196,NA,"Npun_DF033","hypothetical protein",9674,6468,0,7,10782,11520,12411,16,12500,11702,11710,17,5481,9912,13491,13,16992,18366,16679,24,14322,18616,16994,23,10115,10272,9884,14,8767,10689,7087,12,11490,13164,3220,13,15865,14020,12363,20,4614,3758,9394,8,10651,8479,8918,13
41191,42177,NA,NA,"Npun_DF034","hypothetical protein",2630,1574,4561,2,513,607,996,0,1334,1014,1140,1,1253,1771,1877,1,1094,736,1502,1,442,854,456,0,853,1040,1130,1,1180,1035,1550,1,224,551,1206,0,967,675,1841,1,2571,2118,2748,2,936,1755,1665,1
42939,43448,42892,43502,"Npun_DF035","cyclase/dehydrase",330849,810909,2602442,2447,12522,36114,29502,51,332957,292959,263881,581,625351,727146,939728,1498,31762,32916,34154,64,68269,59338,73908,131,784203,659982,998653,1596,1096702,1340032,1545699,2602,111195,109677,96667,207,57504,63756,82446,133,3370950,2162956,2350667,5153,60442,89209,63190,139
NA,NA,43503,43717,"predicted RNA","-",116954,247574,585167,1472,1759,11644,4789,28,107057,95865,94755,461,221568,261635,328303,1258,10182,11233,10571,49,22454,19037,25180,103,237983,219348,316694,1200,361713,458608,534650,2100,41789,34874,26300,159,20433,23451,31893,117,1269806,813568,1006726,4790,20125,31259,27329,122
43953,45122,43718,45128,"Npun_DF037","alcohol dehydrogenase",1329634,1864418,2163095,1526,35963,49532,39556,35,706979,751092,788350,640,1625598,1640844,1815780,1447,50131,65699,56555,49,84891,78756,80528,69,708444,769767,824245,655,1223596,1529602,1471681,1203,120533,84003,137239,97,98213,99775,103829,85,2668356,2272616,2778561,2199,50074,37681,33479,34
49731,45838,49731,45838,"Npun_DR038","putative PAS/PAC sensor protein",502353,685939,481930,142,472292,375350,369963,104,484909,619141,581826,144,761066,701709,903088,202,398214,454485,476216,113,459779,452900,441349,115,584739,613059,569819,151,593583,678095,559511,156,389171,379384,366356,97,437506,451318,419056,111,475709,483258,661751,138,316014,193952,228775,63
50579,50331,NA,NA,"Npun_DR040","hypothetical protein",3687,2582,588,9,1281,3714,2204,9,2188,3234,1963,9,1522,1355,1297,5,2133,3014,2812,10,3121,2904,2506,11,3007,1387,1847,8,2462,1064,2028,7,2351,1914,0,5,2972,4052,2012,12,1757,1764,2078,7,1590,1850,3451,9
53413,50960,53413,50795,"Npun_DR041","relaxase/mobilization nuclease family protein",9987,20306,35668,8,30760,87080,62341,24,17553,15601,10864,5,13337,12381,13529,5,25270,27627,34033,11,29979,30926,26304,11,20140,19434,30187,9,14589,20579,19428,7,30365,45315,29176,14,46780,39814,55737,19,44884,32918,26443,14,33301,84930,77074,26
53843,53418,54293,53414,"Npun_DR042","hypothetical protein",2126,4478,11506,14,4688,14253,8989,21,4706,3713,4154,9,3237,3970,4997,9,6338,8010,6834,16,8133,6576,8029,17,6165,5260,5870,13,3415,5165,4521,10,8583,8122,3196,15,9959,10258,11890,25,8669,6527,5667,16,7988,15692,14034,29
54395,54889,54373,NA,"Npun_DF043","hypothetical protein",4926,4611,4561,9,17243,14612,15778,32,4110,6987,4015,10,3361,5413,957,6,18130,18716,14672,34,12515,10446,9208,21,5712,4829,5105,10,4999,3729,3270,8,12962,11309,10007,23,13869,14476,16266,30,10115,7703,9051,18,10206,21165,24902,37
54886,55707,NA,55707,"Npun_DF044","hypothetical protein",12174,21853,27633,25,43482,70133,65529,72,12932,26644,17151,23,15030,12726,11073,15,61218,70747,54968,75,45855,46619,35223,51,24099,18726,20482,25,17853,16750,12338,19,51768,54231,78154,74,53160,57055,58328,68,35089,27797,23468,35,39713,64907,71560,71
55873,56229,55857,56396,"Npun_DF045","hypothetical protein",6553,11671,10829,27,24945,72085,48933,136,10164,14289,9922,32,11917,14557,13710,37,23737,30931,36943,85,25409,23020,28881,72,16991,15213,15001,44,7687,14199,10103,29,32759,42694,52608,119,40790,42465,43325,118,26253,27086,24200,72,28351,46707,47174,114
57132,58787,57132,58955,"Npun_DF046","transposase IS4 family protein",112803,132714,192613,88,124216,192138,137208,91,127553,156441,131367,83,159640,162199,213808,107,121368,152910,179979,91,135721,133989,136978,81,147346,153177,183582,97,138627,198342,181631,104,148262,170401,207766,105,155140,161027,171752,98,189479,181557,212534,117,131347,165181,186880,97
60206,60481,60194,60597,"Npun_DF048","hypothetical protein",3505,5469,25809,42,3431,6656,7342,21,3950,3803,3755,13,2193,5093,3334,12,3320,4556,4237,14,3958,3427,4342,14,5364,4451,6854,20,4706,5194,8482,22,3992,3312,5884,15,4116,4085,5668,16,6776,6269,6412,23,4162,6099,7975,22
61620,61153,NA,NA,"Npun_DR049","XRE family transcriptional regulator",168,103,0,0,47,0,0,0,108,45,84,0,0,37,74,0,0,25,92,0,10,0,43,0,136,133,55,0,86,0,14,0,0,0,0,0,70,31,45,0,70,2,62,0,5,0,6,0
61698,62612,NA,NA,"Npun_DF050","site-specific recombinase XerD-like protein",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62734,65778,NA,NA,"Npun_DF051","transposase Tn3 family protein",0,0,0,0,147,0,0,0,42,6,0,0,45,87,0,0,20,10,20,0,5,43,19,0,82,7,23,0,12,33,21,0,23,1,0,0,15,18,20,0,7,10,102,0,7,1,1,0
